,clue,exp,is_anagram,is_homophone,is_double,is_cryptic,is_contain,is_reverse,is_alternate,is_init,is_delete,is_charade,is_&lit,is_hidden,is_spoonerism,is_palindrome
78489,Stars gathered around American 1D , (Stars)* round US ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
68400, Model boats moved across river in vital passage , BLOODSTREAM An anagram of MODEL BOATS (anagrind is ‘moved’) round or ‘across’ R (river) ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
92068,Favouring fizzy vin at allowance of food , pro (vin at)* [at 29ac] ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
53487,Constellation seen from Mars in our galaxy? ," URSA MINOR (MARS IN OUR)* galaxy seems to be the anagrind; Chambers defines ‘galaxy’ as a ‘splendid assemblage’, i.e. made up of the parts ",True,False,False,False,False,False,False,False,False,False,False,False,False,False
25990,Refusal of liability from hospital in treatment of clone , NOCHEL – H (hospital) in an anagram of (treatment of) CLONE ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
105058,  T-toast's out for  those obsessed with their figures ! ,"   STATTOS  -anagram('out') of TTOASTS. Informal word for statistician, particularly someone interested in the statistics of sport.   
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
82996,"Edmund's showing pride through bagging a girl, wayward, I lost ", by round (a g{i}rl)* — Edmund Spenser 2 TSAMBA Climbing e.g. mizzen sailor hoisted dish of barley (6) (mast)rev. (AB)rev. ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
13028,One who loves being unhappily married ,   (MARRIED)* [* = unhappily]    ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
25760, Beastly type hanging around in various hotel bars ,  Anagram of (various) HOTEL BARS SLOTH BEAR* SLOTH BEAR (a black Indian bear with a long snout)  ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
118199,  Latest of restrictions in force  affected   trees  ,"   CONIFERS  - (S IN FORCE)*, the S from end of restrictionS.   
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
32525,A slender limb etc leant round bend , Anagram of (round bend) ETC LEANT TENTACLE* TENTACLE (slender limb) 26 / 20 Play backing punishment with tons of hate – The heartless sadist’s getting in a state (5:8) OF  ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
66625,Soft toy accidentally dyed black during race , TEDDY BEAR – an anagram (accidentally) of DYED B (black) in (during) TEAR (race) ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
120834,"  An honest duo, possibly — or  a much larger number  ","   ONE THOUSAND  - (an honest duo)*.   
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
113392, Genteel  field day arranged ," LADYFIED - (FIELD DAY*) [""arranged""] 
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
132058," Austrian shopkeepers used to accept such  razzing, we worried "," zwanziger  - *(RAZZING WE). a write-in, partly because I'd heard of the coin and partly because ""razzing"" is a highly suspicious word   
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
70931,Agent in misery as wounded , EMISSARY : Anagram of(… wounded) MISERY AS. ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
62586,Wise man following group has weathered stormy sea voyage , SAGE (“wise man”) following *(group has) ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3780,Clear river blocked by unrulyclan ," TRANSLUCENT An envelope (‘blocked by’) of ANSLUC, an anagram (‘unruly’) of ‘US clan’ in TRENT (‘river’). ",True,False,False,False,False,False,False,False,False,False,False,False,False,False
83686,Not the main way to transform desert site ,  (desert site)* ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
130960, Each tune's special for  someone like Piaf   ," CHANTEUSE  - (EACH TUNE*). Edith Piaf is a French chanteuse  qui ne regrettait rien . 
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
81527," See 6 2, Or as seagulls fly for food? ", (Or as seagulls)* ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
77384,Worthless type now working around North ,  N in (TYPE NOW)*. ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
16403,Overcome runt with sumo wrestling , Surmount (Runt sumo)* ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
86627, See 6 Monroe's art excited one looking up to stars , An anagram (‘excited’) of ‘Monroe’s art’. ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
66046,Motor oil exchanged for some old gold , CAR (motor) then anagram (exchanged) of OIL – a gold coin from the reign of King Charles (any of) ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
126081,Madly in love with Catholic maybe embracing  pacifism  ," NONVIOLENCE - (IN LOVE*) [""madly""], with NON-CE [Catholic maybe] ""embracing"" it 
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
117152,  African  galas may go wild ,"   MALAGASY  - (galas may)*. Someone from Madagascar.   
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
9590,Recent maps show this landscape feature , ESCARPMENT : Anagram of(… show) RECENT MAPS. ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
19695,Lie and try alibi about trustworthiness , An anagram (about) of LIE TRY ALIBI ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
62372, Halt shape problem here? , HEALTH SPA An anagram of HALT SHAPE (anagrind is ‘problem’) – if you had a ‘shape problem’ you might ‘halt’ it at a HEALTH SPA ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
27097,Lucky yet strange turn o' fate , FORTUNATE : Anagram of(strange) TURN O FATE ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
30638,Engineer casual with tie loose , anagram (loose) of CASUAL with TIE ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
91103,Start off badly in cast below strength ," An envelope (‘in’) of ORTSTAFF, an anagram (‘badly’) of ‘start off’ in SHED (‘cast’). ",True,False,False,False,False,False,False,False,False,False,False,False,False,False
43381,"Outsize, le roi omits nothing in fashioning of his period possibly ", anagram (fashioning) of OUTSIZE LE RoI missing O (nothing) ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
115625," Stage  right, Oscar to play guitar "," ROSTRUM - R O STRUM 2  Please understand  term gent now misused when feeding dog (4,3,2,5) DONT GET ME WRONG - anagram* of TERM GENT NOW in DOG 
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
34450,Experimental clothing worn a lot , LAB COAT (A LOT)* with ABC inserted (see theme) Definition: “Experimental clothing” ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
45949,Skill needed to devise in-store ads , Anagram (to devise) of IN STORE ADS ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
47830,Luvvies who went about telling sorry pals to get stuffed ,  (TELLING SORRY PALS)* AInd: to get stuffed. I liked this one ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
86904,Device wrongly tagged , An anagram (‘wrongly’) of ‘tagged’. ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
28057,Intelligent singer on a rock , REASONING An anagram (‘rock’) of ‘singer on a’. ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
49646," Yes, we all could become deceitful ", WEASELLY An anagram of YES WE ALL – anagrind is ‘could become’ ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
34976,Released a big eruption – it's unpleasant , (RELEASED A BIG)* [* = eruption] ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
44638,number released air ," UNCHAINED (released) MELODY (air) 10, 15 DEVIL IN DISGUISE Number seven Luigi’s “Did I foul?” (5,2,8) anagram (foul) of SEVEN LUIGIS DID I – musical number ",True,False,False,False,False,False,False,False,False,False,False,False,False,False
20761,"Medium in weird plot, I bet, confined demon ", BOTTLE-IMP – M (medium) in an anagram (weird) of PLOT I BET ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
13720,With irony Ma and Pa get mixed up with criminal tendency , PYROMANIA : Anagram of(get mixed up) [IRONY plus(With) MA plus(and) PA]. ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
111514,Rule onfor bungling  old statesman  ," MELBOURNE - (RULE ON MBE*) [""for bungling""] Our Whig Prime Minister in the 1830s. 
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
114546," Stage  right, Oscar to play guitar "," ROSTRUM - R O STRUM 2  Please understand  term gent now misused when feeding dog (4,3,2,5) DONT GET ME WRONG - anagram* of TERM GENT NOW in DOG 
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
20989,Injured by dagger I've forged , AGGRIEVED : Anagram of(… forged) DAGGER I’VE. ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
81900,It's so important to be seen partying with A-list , *(SEEN ALIST). ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
79046,"Review harshly, say? I cry out for praise ", pan eg (I cry)* ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
25406,One wanting to preserve unusual Victorian stones, Conservationist (Victorian stones)* ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
97623,  Bhutan's unusual  way of getting a tan ? ,"   SUNBATH  -anagram('unusual') of BHUTANS   
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
13590,Tramp's gait is awkward – one wants to offer hands-on help ," Anagram of TRAMP’S GAIT 11 BREAK THE MOULD Try something new at the risk of upsetting jelly-maker? (5,3,5) Double definition ",True,False,False,False,False,False,False,False,False,False,False,False,False,False
